timestamp,error_x,error_y,integral_x,integral_y,vx,vy,drone_x,drone_y,tag_x,tag_y,above_ground_z,target_z
2.56067,0.00847453,-0.098358,0.00847453,-0.098358,-0.00593217,0.0688506,1.08649,-0.985691,1.07802,-0.887333,2.61838,0
2.58066,0.0118726,-0.101826,0.0203471,-0.200184,-0.00831082,0.071278,1.08989,-0.989158,1.07802,-0.887333,2.61838,0.6
2.60066,0.0140365,-0.103993,0.0343836,-0.304177,-0.00982554,0.0727952,1.09206,-0.991326,1.07802,-0.887333,2.61838,0.6
2.62065,0.0162436,-0.103268,0.0506272,-0.407445,-0.0113705,0.0722876,1.09515,-0.99438,1.07891,-0.891112,2.59374,0.6
2.64071,0.0172372,-0.104236,0.0678644,-0.511681,-0.012066,0.0729653,1.09615,-0.995348,1.07891,-0.891112,2.59374,0.6
2.66068,0.0180621,-0.105717,0.0859265,-0.617398,-0.0126435,0.074002,1.09988,-0.998981,1.08182,-0.893264,2.61799,0.6
2.68085,0.0196836,-0.104855,0.10561,-0.722254,-0.0137785,0.0733988,1.10075,-0.99983,1.08107,-0.894975,2.58043,0.6
2.70066,0.0253115,-0.110564,0.130922,-0.832818,-0.017718,0.0773948,1.10638,-1.00554,1.08107,-0.894975,2.58043,0.6
2.72069,0.0283806,-0.107918,0.159302,-0.940736,-0.0198664,0.0755426,1.10789,-1.0071,1.07951,-0.899179,2.59164,0.6
2.74074,0.0340376,-0.113836,0.19334,-1.05457,-0.0238263,0.0796855,1.11355,-1.01302,1.07951,-0.899179,2.59164,0.6
2.76067,0.0342684,-0.112762,0.227608,-1.16733,-0.0239879,0.0789335,1.11486,-1.01442,1.08059,-0.901656,2.59373,0.6
2.78065,0.0390792,-0.118097,0.266687,-1.28543,-0.0273554,0.082668,1.11967,-1.01975,1.08059,-0.901656,2.59373,0.6
2.80097,0.0401492,-0.119359,0.306837,-1.40479,-0.0281045,0.0835515,1.12074,-1.02102,1.08059,-0.901656,2.59373,0.6
2.82064,0.057788,-0.119842,0.364625,-1.52463,-0.0404516,0.0838894,1.12931,-1.03115,1.07152,-0.911304,2.56358,0.6
2.8407,0.0609486,-0.123579,0.425573,-1.64821,-0.042664,0.0865055,1.13247,-1.03488,1.07152,-0.911304,2.56358,0.6
2.86064,0.0698571,-0.125003,0.49543,-1.77322,-0.0488999,0.0875023,1.14433,-1.04921,1.07447,-0.92421,2.5803,0.6
2.88064,0.0722718,-0.112717,0.567702,-1.88593,-0.0505903,0.0789019,1.1471,-1.05265,1.07483,-0.939934,2.57033,0.6
2.90063,0.0826276,-0.125956,0.65033,-2.01189,-0.0578393,0.0881694,1.15746,-1.06589,1.07483,-0.939934,2.57033,0.6
2.92066,0.0770473,-0.111639,0.727377,-2.12353,-0.0539331,0.0781474,1.15987,-1.06908,1.08282,-0.957442,2.53901,0.6
2.94068,0.0887656,-0.123624,0.816142,-2.24715,-0.0621359,0.0865368,1.17158,-1.08107,1.08282,-0.957442,2.53901,0.6
2.96064,0.104362,-0.117374,0.920504,-2.36453,-0.0730532,0.082162,1.18538,-1.09227,1.08102,-0.9749,2.52475,0.6
2.98064,0.109431,-0.106317,1.02994,-2.47084,-0.076602,0.0744222,1.21143,-1.11367,1.102,-1.00735,2.53411,0.6
3.00065,0.115637,-0.111464,1.14557,-2.58231,-0.080946,0.0780245,1.21763,-1.11882,1.102,-1.00735,2.53411,0.6
3.02062,0.123606,-0.118008,1.26918,-2.70032,-0.0865245,0.0826058,1.24129,-1.13863,1.11769,-1.02062,2.53391,0.6
3.04066,0.129246,-0.122774,1.39843,-2.82309,-0.0904721,0.0859421,1.24693,-1.14339,1.11769,-1.02062,2.53391,0.6
3.06069,0.117709,-0.0953242,1.51613,-2.91841,-0.0823964,0.0667269,1.2579,-1.15271,1.14019,-1.05738,2.52835,0.6
3.08068,0.132714,-0.10764,1.64885,-3,-0.0928998,0.0753477,1.27291,-1.16502,1.14019,-1.05738,2.52835,0.6
3.10063,0.135575,-0.0943123,1.78442,-3,-0.0949028,0.0660186,1.28224,-1.17257,1.14667,-1.07825,2.53161,0.6
3.12063,0.126984,-0.0896998,1.91141,-3,-0.0888889,0.0627898,1.29566,-1.18344,1.16867,-1.09374,2.50499,0.6
3.14064,0.135553,-0.096651,2.04696,-3,-0.094887,0.0676557,1.30423,-1.19039,1.16867,-1.09374,2.50499,0.6
3.16063,0.147845,-0.106649,2.19481,-3,-0.103491,0.0746541,1.31652,-1.20039,1.16867,-1.09374,2.50499,0.6
3.18093,0.15566,-0.113049,2.35047,-3,-0.108962,0.079134,1.32433,-1.20679,1.16867,-1.09374,2.50499,0.6
3.20063,0.143771,-0.0752683,2.49424,-3,-0.10064,0.0526878,1.33437,-1.21551,1.1906,-1.14024,2.49464,0.6
3.22062,0.140289,-0.0719793,2.63453,-3,-0.0982023,0.0503855,1.33926,-1.22046,1.19897,-1.14848,2.50582,0.6
3.24064,0.147323,-0.0790093,2.78185,-3,-0.103126,0.0553065,1.34629,-1.22749,1.19897,-1.14848,2.50582,0.6
3.26067,0.14739,-0.0655859,2.92924,-3,-0.103173,0.0459101,1.35079,-1.23191,1.2034,-1.16633,2.48274,0.6
3.28066,0.140663,-0.0591855,3,-3,-0.0984644,0.0414298,1.35727,-1.23815,1.21661,-1.17897,2.47805,0.6
3.30061,0.144803,-0.063086,3,-3,-0.101362,0.0441602,1.36141,-1.24206,1.21661,-1.17897,2.47805,0.6
3.32062,0.140742,-0.0456374,3,-3,-0.0985192,0.0319462,1.36685,-1.24673,1.22611,-1.20109,2.46682,0.6
3.34066,0.143637,-0.0473997,3,-3,-0.100546,0.0331798,1.36975,-1.24849,1.22611,-1.20109,2.46682,0.6
3.36061,0.142263,-0.0345161,3,-3,-0.0995841,0.0241613,1.3739,-1.25089,1.23163,-1.21638,2.44239,0.6
3.3806,0.135873,-0.025796,3,-3,-0.0951113,0.0180572,1.37653,-1.25234,1.24066,-1.22654,2.44909,0.6
3.4006,0.139495,-0.0278716,3,-3,-0.0976464,0.0195101,1.38016,-1.25441,1.24066,-1.22654,2.44909,0.6
3.4206,0.141776,-0.0290986,3,-3,-0.0992435,0.020369,1.38244,-1.25564,1.24066,-1.22654,2.44909,0.6
3.44062,0.144998,-0.0307042,3,-3,-0.101499,0.0214929,1.38566,-1.25724,1.24066,-1.22654,2.44909,0.6
3.46061,0.16016,-0.0210084,3,-3,-0.112112,0.0147059,1.40082,-1.24755,1.24066,-1.22654,2.44909,0.6
3.48062,0.182004,-0.00680107,3,-3,-0.127403,0.00476075,1.42267,-1.23334,1.24066,-1.22654,2.44909,0.6
