timestamp,x,y,z,yaw,lidar_altitude,traj_x,traj_y,traj_z,traj_yaw,mode,arm,aruco id,servo pos,precision descend done
1744042885.5438128,-0.10396014153957367,-0.054803814738988876,0.131279855966568,1.5761918848829082,,0.0,0.0,0.0,0.0,,False,0,2048,False
1744042885.5492215,-0.10362160950899124,-0.05507485568523407,0.12928171455860138,1.5762046410580228,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.561486,-0.10328327119350433,-0.05534299463033676,0.1272868812084198,1.5762196612099728,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.5668802,-0.10294847935438156,-0.05560339242219925,0.12531080842018127,1.576253637305831,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.5739598,-0.10261715203523636,-0.05585629120469093,0.12335289269685745,1.5762874932239566,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.5822785,-0.10228914767503738,-0.05610183626413345,0.1214124783873558,1.576322183264719,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.593607,-0.10196442902088165,-0.056340258568525314,0.11948906630277634,1.576357350461745,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.6016157,-0.10181105881929398,-0.05608395114541054,0.11854163557291031,1.5763919219539166,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.6133118,-0.10165747255086899,-0.05582866072654724,0.11758623272180557,1.5764360297068738,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.6229868,-0.10150374472141266,-0.05557427927851677,0.11660249531269073,1.57647846888913,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.633823,-0.10119383037090302,-0.05506713315844536,0.11461403220891953,1.5765628707672197,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.6413257,-0.10103726387023926,-0.05481388047337532,0.11360988020896912,1.5766050722288276,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.6534455,-0.10087933391332626,-0.05456073582172394,0.11259958148002625,1.576648941904398,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.6626005,-0.10072074085474014,-0.05430757999420166,0.11158325523138046,1.5766935268218454,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.6733232,-0.10040128976106644,-0.05380075424909592,0.10953350365161896,1.5767798360343392,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.682034,-0.10024026781320572,-0.05354674160480499,0.10848196595907211,1.5768214407693202,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.6930103,-0.10007843375205994,-0.053292084485292435,0.10742577910423279,1.5768638795915075,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.700879,-0.09991582483053207,-0.05303660407662392,0.1063651368021965,1.5769050078573608,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.712902,-0.09958257526159286,-0.05251543968915939,0.10423171520233154,1.5769803500230302,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.721828,-0.09950544685125351,-0.051939111202955246,0.10409349948167801,1.5770131334365223,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.7338648,-0.09942648559808731,-0.0513695627450943,0.10393456369638443,1.5770454389068338,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.741589,-0.09934574365615845,-0.05080645903944969,0.10373227298259735,1.5770779842794966,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.7545753,-0.09917892515659332,-0.04969862475991249,0.1032719835639,1.57713782804732,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.76225,-0.09909270703792572,-0.049153365194797516,0.10301519185304642,1.5771675113239445,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.7749279,-0.09900739043951035,-0.04861162602901459,0.10274127125740051,1.577196122116155,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.7830207,-0.09892061352729797,-0.048074983060359955,0.10245069861412048,1.5772192501588111,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.7974343,-0.09874241054058075,-0.04701612889766693,0.10182119905948639,1.5772612117348797,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.8019629,-0.09865091741085052,-0.04649362713098526,0.10146179795265198,1.5772804059621781,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.8157325,-0.09855775535106659,-0.045975539833307266,0.1010880321264267,1.5772987641980534,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.8241832,-0.09846293181180954,-0.04546172171831131,0.100700244307518,1.5773168836295235,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.8365748,-0.0983664020895958,-0.04495202377438545,0.1002989411354065,1.5773326200905728,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.844147,-0.09826814383268356,-0.044446323066949844,0.09988456964492798,1.5773487133932085,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.8563004,-0.09799833595752716,-0.04431585595011711,0.0994485542178154,1.5773676684392581,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.8645248,-0.09783472865819931,-0.04467642679810524,0.09939845651388168,1.5773607540566175,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.875545,-0.09767039120197296,-0.04502606764435768,0.09933071583509445,1.5773545549146688,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1744042885.8839705,-0.09750538319349289,-0.04536503553390503,0.09924585372209549,1.577346806475609,,0.0,0.0,0.0,0.0,4,False,0,2048,False
