timestamp,error_x,error_y,integral_x,integral_y,vx,vy,drone_x,drone_y,tag_x,tag_y,above_ground_z,target_z
2.6403,0.0564227,-0.0322056,0.0564227,-0.0322056,-0.0394959,0.0225439,1.03561,-1.0146,0.979188,-0.982398,2.8367,0
2.66026,0.0609212,-0.0356125,0.117344,-0.067818,-0.0426448,0.0249287,1.03954,-1.01998,0.978614,-0.984368,2.86539,0.6
2.6803,0.0618434,-0.0369059,0.179187,-0.104724,-0.0432904,0.0258341,1.04046,-1.02127,0.978614,-0.984368,2.86539,0.6
2.70023,0.0613479,-0.0380916,0.240535,-0.142815,-0.0429435,0.0266641,1.04331,-1.02479,0.981959,-0.986695,2.81334,0.6
2.72034,0.0618618,-0.0385791,0.302397,-0.181395,-0.0433033,0.0270054,1.04382,-1.02527,0.981959,-0.986695,2.81334,0.6
2.74027,0.0623951,-0.0410129,0.364792,-0.222407,-0.0436765,0.028709,1.04571,-1.02718,0.983318,-0.986164,2.83689,0.6
2.76036,0.0628272,-0.0414777,0.427619,-0.263885,-0.043979,0.0290344,1.04614,-1.02764,0.983318,-0.986164,2.83689,0.6
2.78026,0.0618783,-0.044442,0.489498,-0.308327,-0.0433148,0.0311094,1.04769,-1.02945,0.985813,-0.985013,2.81875,0.6
2.80029,0.0622059,-0.0448835,0.551703,-0.353211,-0.0435442,0.0314185,1.04802,-1.0299,0.985813,-0.985013,2.81875,0.6
2.82025,0.0780384,-0.0496321,0.629742,-0.402843,-0.0546269,0.0347424,1.05071,-1.03281,0.972673,-0.98318,2.81753,0.6
2.84034,0.0798297,-0.0512291,0.709572,-0.454072,-0.0558808,0.0358604,1.0525,-1.03441,0.972673,-0.98318,2.81753,0.6
2.86025,0.0854466,-0.052474,0.795018,-0.506546,-0.0598126,0.0367318,1.05915,-1.04057,0.973704,-0.988096,2.80083,0.6
2.88025,0.0869828,-0.0539616,0.882001,-0.560507,-0.060888,0.0377731,1.06069,-1.04206,0.973704,-0.988096,2.80083,0.6
2.90042,0.0996079,-0.0571828,0.981609,-0.61769,-0.0697255,0.0400279,1.06632,-1.04783,0.966713,-0.990652,2.82187,0.6
2.9204,0.10089,-0.0585886,1.0825,-0.676279,-0.0706233,0.041012,1.0676,-1.04924,0.966713,-0.990652,2.82187,0.6
2.94025,0.106674,-0.0587697,1.18917,-0.735048,-0.0746721,0.0411388,1.07224,-1.05474,0.96557,-0.995969,2.79629,0.6
2.96029,0.10967,-0.0534463,1.29884,-0.788495,-0.0767687,0.0374124,1.07742,-1.05922,0.967755,-1.00577,2.77885,0.6
2.98043,0.129249,-0.0707461,1.42809,-0.859241,-0.090474,0.0495223,1.097,-1.07652,0.967755,-1.00577,2.77885,0.6
3.00024,0.138391,-0.0790504,1.56648,-0.938291,-0.0968738,0.0553353,1.10615,-1.08482,0.967755,-1.00577,2.77885,0.6
