timestamp,x,y,z,lidar_altitude
1743781175.7140005,-1.3704650402069092,-1.0084614753723145,-0.7109937071800232,
1743781175.721274,-1.371118426322937,-1.0079331398010254,-0.7105609178543091,
1743781175.7369478,-1.3723936080932617,-1.0069185495376587,-0.7098466157913208,
1743781175.7452188,-1.373016357421875,-1.006432056427002,-0.7095627188682556,
1743781175.7535586,-1.3736295700073242,-1.0059586763381958,-0.7093260288238525,
1743781175.760829,-1.3742331266403198,-1.0054980516433716,-0.7091354727745056,
1743781175.7773383,-1.3754011392593384,-1.0046337842941284,-0.7088679075241089,
1743781175.7859921,-1.3759723901748657,-1.004219651222229,-0.7087993621826172,
1743781175.7934706,-1.376535177230835,-1.003817081451416,-0.7087727189064026,
1743781175.801276,-1.3770898580551147,-1.0034258365631104,-0.7087869644165039,
1743781175.8185136,-1.3776365518569946,-1.0030455589294434,-0.7088412046432495,
1743781175.8208568,-1.3781753778457642,-1.0026761293411255,-0.7089344263076782,
1743781175.833346,-1.3786803483963013,-1.001177430152893,-0.7077417373657227,
1743781175.841541,-1.378941535949707,-1.0004703998565674,-0.7072286009788513,
1743781175.8577747,-1.3794585466384888,-0.9991123676300049,-0.706361711025238,
1743781175.8654394,-1.3797142505645752,-0.9984602332115173,-0.706005334854126,
1743781175.8734405,-1.3799681663513184,-0.9978252053260803,-0.705698549747467,
1743781175.881546,-1.3802202939987183,-0.9972070455551147,-0.705440104007721,
1743781175.8981497,-1.380719780921936,-0.9960196614265442,-0.7050454020500183,
1743781175.9063294,-1.3809833526611328,-0.9954662919044495,-0.7049161791801453,
1743781175.9157214,-1.3812452554702759,-0.9949280023574829,-0.7048308849334717,
1743781175.922191,-1.3815051317214966,-0.9944044351577759,-0.7047883868217468,
1743781175.9389975,-1.3820202350616455,-0.9934000372886658,-0.7048270106315613,
1743781175.9477613,-1.3822758197784424,-0.9929189085960388,-0.7048953175544739,
1743781175.9557734,-1.3823682069778442,-0.9925800561904907,-0.7049689292907715,
1743781175.9628623,-1.382464051246643,-0.9922512173652649,-0.7050806879997253,
1743781175.9796646,-1.3826911449432373,-0.9916294813156128,-0.7054151892662048,
1743781175.9880111,-1.3828219175338745,-0.9913361072540283,-0.7056359052658081,
1743781175.9952655,-1.3829554319381714,-0.9910516142845154,-0.7058911323547363,
1743781176.0035222,-1.383091926574707,-0.9907760620117188,-0.7061800956726074,
1743781176.0219095,-1.3833740949630737,-0.9902506470680237,-0.7068312168121338,
1743781176.027921,-1.3835195302963257,-0.9900003671646118,-0.7072043418884277,
1743781176.0357032,-1.3836675882339478,-0.9897580146789551,-0.7076082825660706,
1743781176.044507,-1.3838183879852295,-0.9895235300064087,-0.708042323589325,
1743781176.0596993,-1.3841447830200195,-0.9890933632850647,-0.7089981436729431,
1743781176.0675132,-1.384311556816101,-0.9888892769813538,-0.7095043063163757,
1743781176.0763857,-1.3843005895614624,-0.988706648349762,-0.7100352048873901,
1743781176.0846193,-1.38429594039917,-0.9885310530662537,-0.7105926275253296,
1743781176.1004355,-1.3842977285385132,-0.9883623123168945,-0.7111760377883911,
1743781176.1041207,-1.3843055963516235,-0.988200306892395,-0.7117848992347717,
1743781176.116497,-1.3843392133712769,-0.9878957271575928,-0.7130762338638306,
1743781176.1240954,-1.3843810558319092,-0.9877495765686035,-0.7137574553489685,
1743781176.1408775,-1.3844810724258423,-0.9874756932258606,-0.7151573896408081,
1743781176.148846,-1.3845394849777222,-0.9873482584953308,-0.7158908843994141,
1743781176.1562827,-1.3846031427383423,-0.9872267246246338,-0.7166460752487183,
1743781176.1642928,-1.384671926498413,-0.9871109127998352,-0.7174227237701416,
1743781176.1816967,-1.3848239183425903,-0.9868960380554199,-0.7190380096435547,
1743781176.1886785,-1.3849071264266968,-0.9867969155311584,-0.7198582291603088,
1743781176.1971116,-1.3849838972091675,-0.9866764545440674,-0.720698356628418,
1743781176.2054634,-1.384918212890625,-0.9868728518486023,-0.7210042476654053,
1743781176.2212646,-1.3848111629486084,-0.9872598648071289,-0.7217149138450623,
1743781176.2291338,-1.3847694396972656,-0.9874505996704102,-0.7221179604530334,
1743781176.237664,-1.3847352266311646,-0.9876397252082825,-0.7225518822669983,
1743781176.2456977,-1.3847084045410156,-0.9878271818161011,-0.7230157852172852,
1743781176.2615051,-1.384676218032837,-0.9881972670555115,-0.7239995002746582,
1743781176.2704008,-1.3846579790115356,-0.9883764386177063,-0.7245339155197144,
1743781176.2778778,-1.3846465349197388,-0.9885541200637817,-0.7250956892967224,
1743781176.2869275,-1.3846417665481567,-0.9887304306030273,-0.7256841659545898,
1743781176.3018515,-1.3846516609191895,-0.9890790581703186,-0.7269384860992432,
1743781176.3103962,-1.384665846824646,-0.989251434803009,-0.7275856733322144,
1743781176.318448,-1.3846861124038696,-0.9894222617149353,-0.7282575368881226,
1743781176.3258617,-1.385011076927185,-0.9899912476539612,-0.7286928296089172,
1743781176.3425617,-1.385335922241211,-0.9905490279197693,-0.7291571497917175,
1743781176.3458843,-1.3856505155563354,-0.991096556186676,-0.7296497821807861,
1743781176.3587859,-1.3862805366516113,-0.9921607375144958,-0.7307175993919373,
1743781176.366658,-1.3865959644317627,-0.992677628993988,-0.7312912344932556,
1743781176.3834374,-1.3872275352478027,-0.9936821460723877,-0.7324807047843933,
1743781176.3908982,-1.3875439167022705,-0.9941703677177429,-0.7331130504608154,
1743781176.3989673,-1.387860655784607,-0.9946495294570923,-0.7337695956230164,
1743781176.4070394,-1.3881779909133911,-0.9951199889183044,-0.7344498038291931,
1743781176.4235818,-1.388495922088623,-0.9955820441246033,-0.7351532578468323,
1743781176.4264991,-1.3888219594955444,-0.9960291385650635,-0.7358793020248413,
1743781176.4392226,-1.3894753456115723,-0.9968996644020081,-0.737359344959259,
1743781176.4482403,-1.3898026943206787,-0.9973236918449402,-0.7381318211555481,
1743781176.4635375,-1.3909597396850586,-0.9973945617675781,-0.7389522194862366,
1743781176.4711893,-1.3915290832519531,-0.9974302649497986,-0.7394060492515564,
1743781176.479892,-1.3920924663543701,-0.9974660277366638,-0.7398878931999207,
1743781176.4879355,-1.3926290273666382,-0.9975063800811768,-0.7403970956802368,
1743781176.5036848,-1.3936861753463745,-0.9975867867469788,-0.7414590120315552,
1743781176.5130188,-1.3942070007324219,-0.9976268410682678,-0.7420291900634766,
1743781176.5204248,-1.3947231769561768,-0.9976666569709778,-0.7426245212554932,
1743781176.5280056,-1.3952347040176392,-0.9977062344551086,-0.7432443499565125,
1743781176.5394447,-1.3957417011260986,-0.9977457523345947,-0.743888258934021,
1743781176.5477312,-1.3962442874908447,-0.9977849125862122,-0.7445555925369263,
1743781176.5593176,-1.3972370624542236,-0.9978631138801575,-0.7459193468093872,
1743781176.5673652,-1.3977247476577759,-0.9978988170623779,-0.7466351389884949,
1743781176.5845509,-1.3975590467453003,-0.998482346534729,-0.7470489740371704,
1743781176.5913396,-1.396931529045105,-0.9990183115005493,-0.746773362159729,
1743781176.5997694,-1.3963253498077393,-0.9995425343513489,-0.7465447783470154,
1743781176.6088781,-1.3957397937774658,-1.0000553131103516,-0.746362030506134,
1743781176.6246252,-1.3946285247802734,-1.0010476112365723,-0.7461000084877014,
1743781176.6324036,-1.3941015005111694,-1.0015277862548828,-0.7460337281227112,
1743781176.6412246,-1.3935927152633667,-1.0019978284835815,-0.746009111404419,
1743781176.649566,-1.3931018114089966,-1.002457857131958,-0.7460250854492188,
1743781176.6648378,-1.3926280736923218,-1.0029083490371704,-0.7460805773735046,
1743781176.6684663,-1.392148494720459,-1.0033448934555054,-0.7461745738983154,
1743781176.6819117,-1.3912383317947388,-1.0041916370391846,-0.7464417815208435,
1743781176.6887834,-1.3908069133758545,-1.0046021938323975,-0.7466301321983337,
1743781176.7003255,-1.3903906345367432,-1.005004644393921,-0.7468535900115967,
1743781176.70895,-1.3896349668502808,-1.0049142837524414,-0.7464176416397095,
1743781176.7211425,-1.3881899118423462,-1.0047407150268555,-0.7456976175308228,
1743781176.7292645,-1.3874989748001099,-1.0046573877334595,-0.7454107403755188,
1743781176.7459996,-1.3862241506576538,-1.0044889450073242,-0.7449495196342468,
1743781176.7537003,-1.3856158256530762,-1.004408359527588,-0.7447869181632996,
1743781176.7611957,-1.3850260972976685,-1.004329800605774,-0.7446683049201965,
1743781176.7698023,-1.3844547271728516,-1.0042531490325928,-0.7445926070213318,
1743781176.7865062,-1.3833651542663574,-1.0041048526763916,-0.7445656061172485,
