timestamp,x,y,z,yaw,lidar_altitude,traj_x,traj_y,traj_z,traj_yaw,mode,arm,aruco id,servo pos,precision descend done
1743781160.7068293,-1.3382070064544678,-0.970715343952179,-0.6449412703514099,1.5665329854200174,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.7209606,-1.3382997512817383,-0.9701898694038391,-0.6470643877983093,1.5665344755389048,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.729523,-1.338349461555481,-0.9698692560195923,-0.6480841040611267,1.5665351311912212,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.7371738,-1.3383957147598267,-0.9695499539375305,-0.6491107940673828,1.566528455458716,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.7449343,-1.338438630104065,-0.969231903553009,-0.6501443386077881,1.5665230910310857,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.7617497,-1.3385143280029297,-0.9685990810394287,-0.6522313356399536,1.5665126602002866,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.7700844,-1.3385472297668457,-0.9682842493057251,-0.65328449010849,1.566507295517733,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.7775238,-1.3385769128799438,-0.9679704308509827,-0.654343843460083,1.5665010370196157,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.7852967,-1.3386036157608032,-0.9676574468612671,-0.6554092764854431,1.5664962090355838,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.802073,-1.3391324281692505,-0.9669856429100037,-0.6574540138244629,1.566482082198785,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.8094835,-1.3393852710723877,-0.966651439666748,-0.65848708152771,1.5664716513697985,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.8172088,-1.3396307229995728,-0.9663182497024536,-0.659527063369751,1.5664615183070216,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.8255537,-1.3398689031600952,-0.9659860134124756,-0.6605737209320068,1.5664516835265454,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.8418183,-1.3403244018554688,-0.9653241634368896,-0.6626870632171631,1.56643195410326,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.8493416,-1.3405420780181885,-0.9649956822395325,-0.6636983752250671,1.5664230730001867,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.857533,-1.340753197669983,-0.9646680355072021,-0.6647172570228577,1.5664141320318905,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.8675025,-1.3408907651901245,-0.9643208384513855,-0.6657434701919556,1.5664034026599802,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.882028,-1.3411515951156616,-0.9636297821998596,-0.6678171157836914,1.5663818257545907,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.890184,-1.3412752151489258,-0.9632859230041504,-0.668864369392395,1.5663723483431446,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.898088,-1.341394305229187,-0.9629431366920471,-0.6699183583259583,1.5663609037118256,,0.0,0.0,0.0,0.0,,False,0,2048,False
1743781160.907013,-1.3415091037750244,-0.9626012444496155,-0.6709791421890259,1.5663499364466442,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1743781160.9225283,-1.3417260646820068,-0.9619196653366089,-0.6730073094367981,1.5663299092695095,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1743781160.9321232,-1.3417414426803589,-0.9615253210067749,-0.674032986164093,1.5663193592401372,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1743781160.939502,-1.3417547941207886,-0.9611330032348633,-0.6750661730766296,1.566301835196845,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1743781160.946635,-1.341766119003296,-0.9607425332069397,-0.6761066913604736,1.5662858606068404,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1743781160.9633036,-1.341782569885254,-0.9599669575691223,-0.6782094240188599,1.56625492551383,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1743781160.9728456,-1.3417876958847046,-0.9595816731452942,-0.6792120337486267,1.566238950650517,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1743781160.9793572,-1.3417909145355225,-0.9591979384422302,-0.6802230477333069,1.5662246455319764,,0.0,0.0,0.0,0.0,4,False,0,2048,False
1743781160.987156,-1.341792106628418,-0.95881587266922,-0.6812422275543213,1.5662114723570806,,0.0,0.0,0.0,0.0,4,False,0,2048,False
