timestamp,error_x,error_y,integral_x,integral_y,vx,vy,drone_x,drone_y,tag_x,tag_y,above_ground_z,target_z
3.94052,0.0375694,-0.040946,0.0375694,-0.040946,-0.0262986,0.0286622,0.63947,-1.14516,0.601901,-1.10421,4.21843,0
3.96036,0.0331828,-0.0405558,0.0707522,-0.0815018,-0.0232279,0.028389,0.638755,-1.14256,0.605572,-1.102,4.17925,0.6
3.9803,0.0288121,-0.0354297,0.0995643,-0.116932,-0.0201685,0.0248008,0.637611,-1.13877,0.608799,-1.10334,4.18535,0.6
4.00029,0.0280062,-0.0329711,0.127571,-0.149903,-0.0196044,0.0230797,0.636805,-1.13631,0.608799,-1.10334,4.18535,0.6
4.02029,0.0267268,-0.0293811,0.154297,-0.179284,-0.0187088,0.0205667,0.635526,-1.13272,0.608799,-1.10334,4.18535,0.6
4.04032,0.0258295,-0.0270522,0.180127,-0.206336,-0.0180806,0.0189365,0.634628,-1.13039,0.608799,-1.10334,4.18535,0.6
4.06029,0.0224957,-0.0259792,0.202623,-0.232315,-0.015747,0.0181854,0.633231,-1.12675,0.610735,-1.10077,4.18357,0.6
4.08035,0.0215303,-0.0235521,0.224153,-0.255867,-0.0150712,0.0164865,0.632266,-1.12432,0.610735,-1.10077,4.18357,0.6
4.1003,0.0200331,-0.020044,0.244186,-0.275911,-0.0140231,0.0140308,0.630768,-1.12081,0.610735,-1.10077,4.18357,0.6
4.1204,0.016466,-0.0222107,0.260652,-0.298122,-0.0115262,0.0155475,0.629738,-1.11855,0.613272,-1.09634,4.16826,0.6
4.14035,0.0154129,-0.0200072,0.276065,-0.318129,-0.0107891,0.014005,0.628685,-1.11635,0.613272,-1.09634,4.16826,0.6
4.16029,0.0122762,-0.0177859,0.288341,-0.335915,-0.00859333,0.0124501,0.627074,-1.11317,0.614798,-1.09539,4.18357,0.6
4.18032,0.0100685,-0.0136965,0.298409,-0.349611,-0.00704793,0.00958752,0.625809,-1.11033,0.615741,-1.09664,4.14146,0.6
4.20034,0.00970864,-0.0121177,0.308118,-0.361729,-0.00679605,0.00848236,0.625449,-1.10875,0.615741,-1.09664,4.14146,0.6
4.2203,0.00717735,-0.0102737,0.315295,-0.372003,-0.00502415,0.0071916,0.624845,-1.10648,0.617667,-1.09621,4.12628,0.6
4.24029,0.00338656,-0.00878768,0.318682,-0.38079,-0.00237059,0.00615138,0.624403,-1.10503,0.621016,-1.09624,4.17493,0.6
4.26034,0.00266839,-0.00669484,0.32135,-0.387485,-0.00186787,0.00468639,0.623685,-1.10294,0.621016,-1.09624,4.17493,0.6
