timestamp,error_x,error_y,integral_x,integral_y,vx,vy,drone_x,drone_y,tag_x,tag_y,above_ground_z,target_z
3.04076,0.141781,-0.123494,0.141781,-0.123494,-0.0992466,0.0864456,1.03792,-0.942607,0.896142,-0.819113,3.58707,0
3.06073,0.138512,-0.120593,0.280292,-0.244087,-0.0969582,0.0844154,1.03206,-0.940715,0.893549,-0.820121,3.58517,0.6
3.08078,0.134673,-0.119297,0.414965,-0.363384,-0.094271,0.0835077,1.02822,-0.939418,0.893549,-0.820121,3.58517,0.6
3.10074,0.133069,-0.11562,0.548035,-0.479004,-0.0931486,0.0809341,1.02444,-0.938098,0.89137,-0.822478,3.6233,0.6
3.12081,0.127701,-0.113235,0.675736,-0.592239,-0.0893907,0.0792643,1.01907,-0.935713,0.89137,-0.822478,3.6233,0.6
3.14075,0.127991,-0.112644,0.803727,-0.704883,-0.0895938,0.078851,1.01382,-0.933287,0.885828,-0.820643,3.6233,0.6
3.16076,0.122461,-0.107708,0.926188,-0.812591,-0.0857225,0.0753957,1.01037,-0.93164,0.887907,-0.823932,3.58051,0.6
3.18078,0.11736,-0.105198,1.04355,-0.917789,-0.082152,0.0736383,1.00527,-0.92913,0.887907,-0.823932,3.58051,0.6
3.20075,0.11408,-0.100011,1.15763,-1.0178,-0.0798558,0.0700074,1.00193,-0.927443,0.887853,-0.827432,3.55956,0.6
3.22083,0.109183,-0.0974694,1.26681,-1.11527,-0.0764282,0.0682286,0.997036,-0.924901,0.887853,-0.827432,3.55956,0.6
3.24076,0.110639,-0.096932,1.37745,-1.2122,-0.0774474,0.0678524,0.993433,-0.922672,0.882794,-0.82574,3.54809,0.6
3.26075,0.107381,-0.0938814,1.48483,-1.30608,-0.0751666,0.065717,0.988158,-0.919365,0.880777,-0.825484,3.58096,0.6
3.28079,0.103949,-0.0917026,1.58878,-1.39778,-0.0727643,0.0641918,0.984726,-0.917186,0.880777,-0.825484,3.58096,0.6
3.30075,0.100578,-0.089554,1.68936,-1.48734,-0.0704046,0.0626878,0.981355,-0.915038,0.880777,-0.825484,3.58096,0.6
