timestamp,error_x,error_y,integral_x,integral_y,vx,vy,drone_x,drone_y,tag_x,tag_y,above_ground_z,target_z
3.04058,0.14683,-0.123942,0.14683,-0.123942,-0.102781,0.0867596,1.0508,-1.01658,0.903966,-0.89264,3.84585,0
3.06059,0.142646,-0.120163,0.289476,-0.244105,-0.0998519,0.0841139,1.04703,-1.01363,0.904381,-0.893466,3.8035,0.6
3.08069,0.142557,-0.119823,0.432033,-0.363928,-0.0997899,0.083876,1.04546,-1.01151,0.902906,-0.891689,3.80208,0.6
3.10064,0.140173,-0.116681,0.572206,-0.480609,-0.0981213,0.0816767,1.04308,-1.00837,0.902906,-0.891689,3.80208,0.6
3.12059,0.137145,-0.115938,0.709351,-0.596547,-0.0960017,0.0811566,1.04146,-1.00628,0.904315,-0.890344,3.80217,0.6
3.14062,0.135507,-0.113857,0.844858,-0.710404,-0.0948546,0.0796997,1.03982,-1.0042,0.904315,-0.890344,3.80217,0.6
3.16059,0.133018,-0.110729,0.977876,-0.821133,-0.0931126,0.0775104,1.03733,-1.00107,0.904315,-0.890344,3.80217,0.6
3.18062,0.127862,-0.110538,1.10574,-0.931671,-0.0895037,0.0773765,1.03462,-0.997434,0.906762,-0.886897,3.79778,0.6
3.20061,0.125805,-0.107464,1.23154,-1.03913,-0.0880632,0.0752245,1.03257,-0.99436,0.906762,-0.886897,3.79778,0.6
3.22059,0.123986,-0.104481,1.35553,-1.14362,-0.0867901,0.073137,1.02952,-0.989854,0.905534,-0.885372,3.81373,0.6
3.24067,0.121991,-0.101544,1.47752,-1.24516,-0.0853938,0.0710811,1.02753,-0.986917,0.905534,-0.885372,3.81373,0.6
3.26086,0.11297,-0.0957709,1.59049,-1.34093,-0.0790787,0.0670397,1.02456,-0.982613,0.911593,-0.886842,3.79731,0.6
3.28058,0.114207,-0.0977644,1.7047,-1.4387,-0.0799451,0.0684351,1.02261,-0.979811,0.908401,-0.882046,3.84094,0.6
3.3006,0.111334,-0.0936495,1.81603,-1.53235,-0.0779339,0.0655547,1.01973,-0.975696,0.908401,-0.882046,3.84094,0.6
3.32059,0.110016,-0.0904363,1.92605,-1.62278,-0.0770109,0.0633054,1.01842,-0.972482,0.908401,-0.882046,3.84094,0.6
3.34059,0.108032,-0.0857636,2.03408,-1.70855,-0.0756222,0.0600345,1.01643,-0.96781,0.908401,-0.882046,3.84094,0.6
3.36095,0.106707,-0.0827432,2.14079,-1.79129,-0.0746947,0.0579203,1.01511,-0.964789,0.908401,-0.882046,3.84094,0.6
3.38059,0.1047,-0.0783818,2.24549,-1.86967,-0.0732901,0.0548673,1.0131,-0.960428,0.908401,-0.882046,3.84094,0.6
3.4006,0.103365,-0.0755624,2.34885,-1.94523,-0.0723553,0.0528937,1.01177,-0.957609,0.908401,-0.882046,3.84094,0.6
3.4206,0.0926873,-0.0798397,2.44154,-2.02507,-0.0648811,0.0558878,1.00977,-0.953508,0.91708,-0.873668,3.80838,0.6
3.44064,0.0916543,-0.0770475,2.53319,-2.10212,-0.064158,0.0539333,1.00873,-0.950715,0.91708,-0.873668,3.80838,0.6
3.46061,0.0865116,-0.0725489,2.6197,-2.17467,-0.0605581,0.0507842,1.00759,-0.946458,0.921082,-0.873909,3.79821,0.6
3.48061,0.0814645,-0.0715617,2.70117,-2.24623,-0.0570251,0.0500932,1.00681,-0.943715,0.925343,-0.872154,3.76267,0.6
3.50061,0.0802516,-0.0675849,2.78142,-2.31382,-0.0561761,0.0473094,1.0056,-0.939738,0.925343,-0.872154,3.76267,0.6
3.5206,0.0766751,-0.0685925,2.85809,-2.38241,-0.0536725,0.0480147,1.00477,-0.93718,0.928096,-0.868588,3.79765,0.6
3.5408,0.0754105,-0.0648817,2.93351,-2.44729,-0.0527873,0.0454172,1.00351,-0.93347,0.928096,-0.868588,3.79765,0.6
3.56063,0.0719573,-0.0620111,3,-2.5093,-0.0503701,0.0434078,1.00309,-0.931367,0.931133,-0.869355,3.7619,0.6
3.58061,0.0692393,-0.0606709,3,-2.56997,-0.0484675,0.0424696,1.00301,-0.928719,0.933766,-0.868048,3.79671,0.6
3.60064,0.069109,-0.0589485,3,-2.62892,-0.0483763,0.041264,1.00288,-0.926997,0.933766,-0.868048,3.79671,0.6
3.62062,0.0636307,-0.0550747,3,-2.68399,-0.0445415,0.0385523,1.0026,-0.92448,0.93897,-0.869406,3.76171,0.6
3.64062,0.0633997,-0.0534413,3,-2.73744,-0.0443798,0.0374089,1.00237,-0.922847,0.93897,-0.869406,3.76171,0.6
3.66063,0.0584763,-0.0521127,3,-2.78955,-0.0409334,0.0364789,1.00195,-0.920463,0.943477,-0.86835,3.76196,0.6
3.68062,0.0552169,-0.0522052,3,-2.84175,-0.0386518,0.0365436,1.00164,-0.918915,0.946419,-0.86671,3.7562,0.6
