timestamp,x,y,z,yaw,lidar_altitude,traj_x,traj_y,traj_z,traj_yaw,velo_x,velo_y,velo_z,velo_yaw,mode,arm,aruco id,servo pos,precision descend done
1745211839.42577,-0.0822913646697998,0.430967628955841,-2.4813711643219,2.05698728561401,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.4316,-0.0822224840521812,0.430907607078552,-2.48110747337341,2.05700469017029,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.44231,-0.0821613147854805,0.430846571922302,-2.48084402084351,2.05703973770142,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.45296,-0.082143597304821,0.430754810571671,-2.48054790496826,2.05701160430908,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.46034,-0.0820990577340126,0.430687606334686,-2.48029494285583,2.05701875686645,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.47273,-0.0820619836449623,0.430617094039917,-2.48004293441772,2.05698442459106,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.48078,-0.0820301100611687,0.430545628070831,-2.47979164123535,2.05701208114624,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.49093,-0.0820057913661003,0.430472820997238,-2.4795401096344,2.05700540542603,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.4991,-0.0820008218288422,0.430388182401657,-2.47927379608154,2.05699825286865,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.51266,-0.0819882899522781,0.43022894859314,-2.47879672050476,2.05699348449707,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.52734,-0.0817837789654732,0.430008292198181,-2.47840976715088,2.05700778961182,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.53135,-0.081556998193264,0.429814845323563,-2.47806549072266,2.05699324607849,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.54019,-0.0813437700271606,0.42962047457695,-2.47772264480591,2.05699229240417,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.54926,-0.0811369121074677,0.42942687869072,-2.47738170623779,2.05698537826538,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.56293,-0.0809409618377686,0.429233640432358,-2.47704195976257,2.05700778961182,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.57159,-0.0807565078139305,0.429038882255554,-2.4767017364502,2.05699920654297,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.5808,-0.0805811434984207,0.428843289613724,-2.47636365890503,2.05698204040527,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.59187,-0.080448254942894,0.428617984056473,-2.4759840965271,2.05697011947632,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.60438,-0.0801450088620186,0.428221166133881,-2.47531414031982,2.05696439743042,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.61238,-0.0800071954727173,0.428021550178528,-2.47498106956482,2.05698394775391,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.62572,-0.0798772722482681,0.42782187461853,-2.47464823722839,2.05697798728943,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.63142,-0.0797532498836517,0.427621304988861,-2.47431778907776,2.05696201324463,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.63876,-0.0796699896454811,0.427391409873962,-2.4739453792572,2.05696845054626,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.65229,-0.0795614942908287,0.427246153354645,-2.4736487865448,2.05693531036377,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.66308,-0.0794615224003792,0.42709869146347,-2.47335410118103,2.05694961547852,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.6702,-0.0793697983026505,0.426950484514236,-2.47306036949158,2.05696272850037,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.68113,-0.079288937151432,0.426799893379211,-2.47276854515076,2.05694365501404,-0.170000001788139,0,0,0,0,0,0,0,0,,False,0,2048,False
1745211839.69442,-0.0791537240147591,0.426490426063538,-2.47218561172485,2.05694961547852,-0.170000001788139,0,0,0,0,0,0,0,0,2,False,0,2048,False
1745211839.70378,-0.0791268199682236,0.426300942897797,-2.47185111045837,2.05694603919983,-0.170000001788139,0,0,0,0,0,0,0,0,2,False,0,2048,False
1745211839.71579,-0.0790749192237854,0.426141738891602,-2.47156167030334,2.05696082115173,-0.170000001788139,0,0,0,0,0,0,0,0,2,False,0,2048,False
1745211839.7278,-0.0790311992168427,0.42598083615303,-2.47127318382263,2.05694627761841,-0.170000001788139,0,0,0,0,0,0,0,0,2,False,0,2048,False
1745211839.73072,-0.078994020819664,0.425819218158722,-2.47098422050476,2.05692529678345,-0.170000001788139,0,0,0,0,0,0,0,0,2,False,0,2048,False
1745211839.74183,-0.0789623782038689,0.425654768943787,-2.47070217132568,2.05692672729492,-0.170000001788139,0,0,0,0,0,0,0,0,2,False,0,2048,False
1745211839.75064,-0.078937366604805,0.42548793554306,-2.47041964530945,2.05692744255066,-0.170000001788139,0,0,0,0,0,0,0,0,2,False,0,2048,False
1745211839.76333,-0.0789196044206619,0.425320208072662,-2.47013640403748,2.05692458152771,-0.170000001788139,0,0,0,0,0,0,0,0,2,False,0,2048,False
1745211839.77289,-0.0789416879415512,0.425120979547501,-2.4698121547699,2.05693674087524,-0.170000001788139,0,0,0,0,0,0,0,0,2,False,0,2048,False
1745211839.78084,-0.078795462846756,0.425096839666367,-2.46944165229797,2.05694437026978,-0.170000001788139,0,0,0,0,0,0,0,0,2,False,0,2048,False
1745211839.79499,-0.0785300731658936,0.425034642219543,-2.46870994567871,2.05692768096924,-0.170000001788139,0,0,0,0,0,0,0,0,2,False,0,2048,False
1745211839.80151,-0.0784100219607353,0.424997478723526,-2.46835064888,2.05691385269165,-0.170000001788139,0,0,0,0,0,0,0,0,2,False,0,2048,False
