timestamp,error_x,error_y,integral_x,integral_y,vx,vy,drone_x,drone_y,tag_x,tag_y,above_ground_z,target_z
4.64902,-0.91707,-0.54642,-0.5,-0.5,0.5,0.417494,-1.6267,0.186761,-0.709626,0.733181,4.67448,0.5
4.64907,-0.91707,-0.54642,-0.5,-0.5,0.5,0.417494,-1.6267,0.186761,-0.709626,0.733181,4.67448,0.5
4.66802,-0.914168,-0.544898,-0.5,-0.5,0.5,0.416428,-1.62379,0.188283,-0.709626,0.733181,4.67448,0.5
4.66807,-0.914168,-0.544898,-0.5,-0.5,0.5,0.416428,-1.62379,0.188283,-0.709626,0.733181,4.67448,0.5
4.69478,-0.928175,-0.53126,-0.5,-0.5,0.5,0.406882,-1.6207,0.189921,-0.692528,0.721181,4.66994,0.5
4.69482,-0.928175,-0.53126,-0.5,-0.5,0.5,0.406882,-1.6207,0.189921,-0.692528,0.721181,4.66994,0.5
4.70444,-0.926751,-0.530512,-0.5,-0.5,0.5,0.406358,-1.61928,0.19067,-0.692528,0.721181,4.66994,0.5
4.70449,-0.926751,-0.530512,-0.5,-0.5,0.5,0.406358,-1.61928,0.19067,-0.692528,0.721181,4.66994,0.5
4.72324,-0.921045,-0.527506,-0.5,-0.5,0.5,0.404254,-1.61357,0.193675,-0.692528,0.721181,4.66994,0.5
4.72328,-0.921045,-0.527506,-0.5,-0.5,0.5,0.404254,-1.61357,0.193675,-0.692528,0.721181,4.66994,0.5
4.74123,-0.873976,-0.498533,-0.5,-0.5,0.5,0.383973,-1.61357,0.193675,-0.739597,0.692209,4.51693,0.5
4.74128,-0.873976,-0.498533,-0.5,-0.5,0.5,0.383973,-1.61357,0.193675,-0.739597,0.692209,4.51693,0.5
4.76114,-0.86587,-0.494039,-0.5,-0.5,0.5,0.380827,-1.60547,0.19817,-0.739597,0.692209,4.51693,0.5
4.76118,-0.86587,-0.494039,-0.5,-0.5,0.5,0.380827,-1.60547,0.19817,-0.739597,0.692209,4.51693,0.5
4.78156,-0.86587,-0.494039,-0.5,-0.5,0.5,0.380827,-1.60547,0.19817,-0.739597,0.692209,4.51693,0.5
4.78161,-0.86587,-0.494039,-0.5,-0.5,0.5,0.380827,-1.60547,0.19817,-0.739597,0.692209,4.51693,0.5
4.80119,-0.858839,-0.49006,-0.5,-0.5,0.5,0.378042,-1.59844,0.202148,-0.739597,0.692209,4.51693,0.5
4.80123,-0.858839,-0.49006,-0.5,-0.5,0.5,0.378042,-1.59844,0.202148,-0.739597,0.692209,4.51693,0.5
4.82124,-0.855439,-0.48803,-0.5,-0.5,0.5,0.376621,-1.59504,0.204179,-0.739597,0.692209,4.51693,0.5
4.82128,-0.855439,-0.48803,-0.5,-0.5,0.5,0.376621,-1.59504,0.204179,-0.739597,0.692209,4.51693,0.5
4.84685,-0.74409,-0.359908,-0.5,-0.5,0.5,0.286935,-1.59331,0.205221,-0.849221,0.565129,4.59556,0.5
4.84689,-0.74409,-0.359908,-0.5,-0.5,0.5,0.286935,-1.59331,0.205221,-0.849221,0.565129,4.59556,0.5
4.86126,-0.738536,-0.356557,-0.5,-0.5,0.5,0.28459,-1.58776,0.208572,-0.849221,0.565129,4.59556,0.5
4.8613,-0.738536,-0.356557,-0.5,-0.5,0.5,0.28459,-1.58776,0.208572,-0.849221,0.565129,4.59556,0.5
4.88114,-0.687096,-0.300505,-0.5,-0.5,0.5,0.245353,-1.58595,0.209675,-0.898855,0.510179,4.59465,0.5
4.88119,-0.687096,-0.300505,-0.5,-0.5,0.5,0.245353,-1.58595,0.209675,-0.898855,0.510179,4.59465,0.5
